food;ingredients;category;kitchen;food_url
Закуска из молодого картофеля и икры; молодой красный картофель, черная икра, крем-фреш, зеленый рубленый лук;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-molodogo-kartofelja-ikri-27891
Венгерская закуска из творога (Корозот);творог, пиво, репчатый лук, паприка, сливочное масло;Закуски;Венгерская кухня;https://eda.ru/recepty/zakuski/vengerskaja-zakuska-iz-tvoroga-korozot-46540
Закуска из моркови, петрушки и оливок;мини морковь , оливки без косточек, листья петрушки, оливковое масло extra virgin, крупная соль, лимон;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-morkovi-petrushki-olivok-29304
Закуска из цукини с вялеными томатами;цукини, вяленые помидоры в оливковом масле, чеснок, красный лук, свежий тимьян, карри-порошок, молотая паприка, оливковое масло, соль, молотый черный перец, зелень;Закуски;Низкокалорийная еда;https://eda.ru/recepty/zakuski/zakuska-iz-cukini-s-vjalenimi-tomatami-27130
Закуска к новогоднему столу «Фаршированная сельдь»;репчатый лук, куриное яйцо, морковь, филе соленой сельди, сливочное масло, майонез, соль, укроп;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-k-novogodnemu-stolu-farshirovannaya-seld-114523
Закуска из мангольда, свеклы и бекона;мангольд, бекон, репчатый лук, красный винный уксус, маринованная свекла;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-mangolda-svekli-bekona-20898
Закуска с баклажанами под гранатовым соком;баклажаны, сладкий перец, лук, чеснок, оливковое масло extra virgin, гранатовый сок, соль, молотый черный перец, яблочный уксус;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-s-baklazhanami-pod-granatovim-sokom-39508
Закуска из картофеля и соленых огурцов;картофель, соленые огурцы, репчатый лук, растительное масло, соль;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kartofelya-i-solenyh-ogurcov-153172
Закуска из редиса с луковым маслом;сливочное масло, рубленый шнитт-лук, крупная соль, редис с ботвой;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-redisa-s-lukovim-maslom-29741
Закуска овощная из баклажанов и кабачков;баклажаны, кабачки, репчатый лук, очищенные помидоры, чеснок, зелень, соль, растительное масло, лавровый лист, бальзамический уксус, смесь перцев;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-ovoschnaja-iz-baklazhanov-kabachkov-26112
Закуска из тыквы с апельсинами и фисташками;оливковое масло extra virgin, лук-шалот, тыква сквош, апельсиновый сок, соль, тертая цедра апельсина, свежемолотый черный перец, соленые фисташки;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-tikvi-s-apelsinami-fistashkami-30321
Закуска из свекольной зелени с беконом;свекла с ботвой, бекон, крупная соль, зеленый лук с луковицей, свежемолотый черный перец;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-svekolnoj-zeleni-s-bekonom-28965
Ролл с копченой курицей и еврейской закуской;тортильи, копченая курица, салат айсберг, сыр, чеснок, легкий майонез, помидоры, лук;Закуски;Японская кухня;https://eda.ru/recepty/zakuski/roll-s-kopchenoj-kuricej-i-evrejskoj-zakuskoj-48290
Закуска под водку с сухариками и фасолью;ржаные сухарики, консервированная фасоль, чеснок, соль, сыр, майонез;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-pod-vodku-s-suharikami-i-fasolju-47796
Теплая закуска из киноа и паприки;киноа, помидоры черри, сладкий перец, яблочный уксус, репчатый лук, перец чили, молотый черный перец, соль, чеснок;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/teplaya-zakuska-iz-kinoa-i-papriki-139157
Закуска из свинины, турнепса и яблок;листья турнепса, свиные голяшки, вода, яблоко, турнепс, яблочный уксус, сахар, сливочное масло;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-svinini-turnepsa-jablok-20336
Закуска из красной рыбы в хрустящем тесте;слоеное тесто, филе лосося, оливки без косточек, базилик, петрушка, мягкий сыр, куриное яйцо, чеснок, помидоры, пшеничная мука;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krasnoy-ryby-v-hrustyaschem-teste-140928
Закуска из моцареллы с травами и оливковым маслом;оливковое масло extra virgin, сыр моцарелла, измельченный свежий тимьян, свежий измельченный розмарин, свежие измельченные листья орегано, красный перец хлопьями, крупная соль, свежемолотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-mocarelli-s-travami-olivkovim-maslom-29537
Закуска из баклажанов с помидорами и сырным соусом;баклажаны, сыр, помидоры, чеснок, майонез, соль, зелень;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-baklazhanov-s-pomidorami-i-sirnim-sousom-39980
Закуска из листовой капусты с яблоками и горчицей;оливковое масло extra virgin, листовая капуста, вода, зеленые яблоки, яблочный уксус, зернистая горчица, коричневый сахар, соль;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-listovoj-kapusti-s-jablokami-gorchicej-28484
Теплая закуска из помидоров, моцареллы и базилика;помидоры, сыр моцарелла для пиццы, зеленый базилик , хлебцы finn crisp traditional;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-pomidorov-mocarelli-i-bazilika-44816
Закуска из крабового мяса с васаби-майонезом;саке, соль, белое мясо краба, шнитт-лук, дайкон, водяной кресс, легкий майонез, васаби;Закуски;Японская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krabovogo-mjasa-s-vasabi-majonezom-30431
Закуска из говядины в тесте по-деревенски;говядина, репчатый лук, чеснок, говяжий бульон, томатная паста , белое сухое вино, лавровый лист, листья тмина, соль, молотый черный перец, дрожжевое слоеное тесто, кукурузный крахмал, вода, рубленая петрушка;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-govjadini-v-teste-po-derevenski-21061
Закуска из маслин, оливок и феты с розмарином;греческие маслины, оливки каламата, оливковое масло extra virgin, сыр фета, лимон, чеснок, свежий измельченный розмарин, красный перец хлопьями, свежемолотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-maslin-olivok-feti-s-rozmarinom-27895
Закуска из баклажанов со сладкими перцами;баклажаны, помидоры, красный сладкий перец, томатная паста , репчатый лук, соль;Закуски;Греческая кухня;https://eda.ru/recepty/zakuski/zakuska-iz-baklazhanov-so-sladkimi-percami-42955
Закуска из куриных потрошков с травами и орехами;куриные потроха, грецкие орехи, репчатый лук, гранатовый сок, чабрец, кинза, хмели-сунели, соль, молотый черный перец, корень сельдерея, морковь, петрушка;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-kurinih-potroshkov-s-travami-orehami-24600
Закуска из эндивия с крабовым мясом и васаби;бельгийские эндивий , мясо краба, майонез с васаби, кинза, лайм;Закуски;Средиземноморская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-jendivija-s-krabovim-mjasom-vasabi-27892
Холодная закуска из курицы в ореховом соусе;куриная грудка, натуральный йогурт, кинза, грецкие орехи, чеснок, соль, молотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/holodnaja-zakuska-iz-kurici-v-orehovom-souse-40360
Холодная закуска из лосося и сливочного сыра;чеснок, лосось холодного копчения, сливочный сыр, куриное яйцо, зеленый лук, соль, молотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/holodnaja-zakuska-iz-lososja-i-slivochnogo-sira-42420
Закуска из моцареллы с травами и оливковым маслом;оливковое масло extra virgin, сыр моцарелла, измельченный свежий тимьян, свежий измельченный розмарин, свежие измельченные листья орегано, красный перец хлопьями, крупная соль, свежемолотый черный перец;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-mocarelli-s-travami-olivkovim-maslom-29537
Закуска из черной фасоли с перцем поблано;оливковое масло extra virgin, лук-шалот, перец чили поблано, черная консервированная  фасоль, сок лайма, молотый кумин (зира) , кайенский перец, крупная соль, свежемолотый черный перец;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-chernoj-fasoli-s-percem-poblano-29936
Закуска из желтого гороха со специями;помидоры, желтый горох, масло канолы, семена кумина (зира) , чеснок, красный лук, семена кориандра, куркума, кайенский перец, кинза, сливочное масло, соль;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-zheltogo-goroha-so-specijami-21238
Теплая закуска из цукини с лимоном и тимьяном;оливковое масло extra virgin, молодые цукини, крупная соль, свежемолотый черный перец, листья тимьяна, лимонный сок;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-cukini-s-limonom-timjanom-28914
Закуска из кураги, голубого сыра и фисташек;курага, мягкий голубой сыр, измельченные фисташки, мед, свежемолотый черный перец;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kuragi-golubogo-syra-i-fistashek-27889
Закуска из нута с фетой и луком-шалотом;консервированный нут, лук-шалот, белый лук, сыр фета, оливковое масло extra virgin, молотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-nuta-s-fetoj-i-lukom-shalotom-37953
Рождественская закуска из копченой форели и маскарпоне;зеленый лук, сыр маскарпоне, укроп, лимонный сок, копченая форель, стебель сельдерея, редис;Закуски;Холодные закуски;https://eda.ru/recepty/zakuski/rozhdestvenskaja-zakuska-iz-kopchenoj-foreli-maskarpone-20579
Закуска из курицы, кинзы и арахисовой пасты;пита, кинза, растительное масло, арахисовая паста, лимонный сок, вода, тертый имбирь, tabasco®, соль, куриные ножки филе;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kurici-kinzi-arahisovoj-pasti-20493
Новогодняя закуска из шпината, батата и сыра;куриное яйцо, пшеничная мука, батат, свежие листья шпината, молоко, оливковое масло, сыр эмменталь, соль, молотый кориандр , разрыхлитель;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/novogodnjaja-zakuska-iz-shpinata-batata-sira-26182
Закуска «Альпийский Тироль» из запеченных баклажанов;баклажаны, сладкий лук, очищенные помидоры, сладкий перец, зелень, смесь молотых перцев , смесь пряных трав;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-alpijskij-tirol-iz-zapechennih-baklazhanov-26098
Закуска из фенхеля с пармезаном и черным перцем;фенхель, оливковое масло extra virgin, тертый сыр пармезан , свежемолотый черный перец;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-fenhelya-s-parmezanom-i-chernym-percem-27870
Острая закуска из кукурузы, перца и помидоров;сливочное масло, репчатый лук, кайенский перец, красный сладкий перец, крупная соль, сливовидные помидоры, свежие зерна кукурузы, молоко;Закуски;Марокканская кухня;https://eda.ru/recepty/zakuski/ostraja-zakuska-iz-kukuruzi-perca-pomidorov-28878
Легкая закуска с творогом, грейпфрутом и черным перцем;творог, грейпфруты, молотый черный перец, оливковое масло;Закуски;Вегетарианская еда;https://eda.ru/recepty/zakuski/legkaya-zakuska-s-tvorogom-greypfrutom-i-chernym-percem-57735
Пикантная закуска из яиц с хрустящим луком;куриное яйцо (крупное), растительное масло, лук-шалот, соль, майонез, дижонская горчица, свежевыжатый лимонный сок, шнитт-лук, рубленая петрушка, тертая лимонная цедра;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/pikantnaja-zakuska-iz-jaic-s-hrustjashhim-lukom-54534
Закуска из крабовых палочек с сырно-чесночной начинкой;крабовые палочки, твердый сыр, майонез, зеленый лук, укроп, чеснок;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krabovih-palochek-s-sirno-chesnochnoj-nachinkoj-32454
Легкая закуска из сельдерея, творожного сыра и оливок;стебель сельдерея, сыр рикотта, оливки, фаршированные красным перцем;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/legkaja-zakuska-iz-seldereja-tvorozhnogo-sira-olivok-28685
Закуска из цветной капусты с лимонной цедрой и каперсами;чеснок, каперсы, оливковое масло extra virgin, белый винный уксус, красный перец хлопьями, лимонный сок, тертая лимонная цедра, цветная капуста;Закуски;Белорусская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cvetnoj-kapusti-s-limonnoj-cedroj-kapersami-28577
Закуска из маринованных острых перцев с сыром буррата;сыр буррата, консервированный красный перец, оливковое масло extra virgin, свежемолотый черный перец, цветы соли;Закуски;Югославская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-marinovannih-ostrih-percev-s-sirom-burrata-29922
Теплая закуска из крабового мяса по-креольски;чеснок, красный винный уксус, красный сладкий перец, кайенский перец, майонез, мясо краба, шнитт-лук;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-krabovogo-mjasa-po-kreolski-20349
Закуска из крабовых палочек с сырно-чесночной начинкой;крабовые палочки, твердый сыр, майонез, зеленый лук, укроп, чеснок;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-krabovih-palochek-s-sirno-chesnochnoj-nachinkoj-32454
Легкая закуска из сельдерея, творожного сыра и оливок;стебель сельдерея, сыр рикотта, оливки, фаршированные красным перцем;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/legkaja-zakuska-iz-seldereja-tvorozhnogo-sira-olivok-28685
Закуска из цветной капусты с лимонной цедрой и каперсами;чеснок, каперсы, оливковое масло extra virgin, белый винный уксус, красный перец хлопьями, лимонный сок, тертая лимонная цедра, цветная капуста;Закуски;Белорусская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-cvetnoj-kapusti-s-limonnoj-cedroj-kapersami-28577
Закуска из печеной свеклы и огуречного салата с укропом;свекла, белый винный уксус, крупная соль, растительное масло, свежемолотый черный перец, английские огурцы, сметана, измельченный укроп;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-pechenoj-svekli-ogurechnogo-salata-s-ukropom-28970
Закуска из разноцветной стручковой фасоли с панчеттой и сухарями;панчетта, оливковое масло, чеснок, толченые сухари, желтая стручковая фасоль, зеленая стручковая фасоль;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-raznocvetnoj-struchkovoj-fasoli-s-panchettoj-suharjami-22290
Теплая закуска из красного лука, сока лайма и кинзы;оливковое масло, красный лук, сок лайма, рубленая кинза (кориандр), соль, молотый черный перец;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/teplaja-zakuska-iz-krasnogo-luka-soka-lajma-kinzi-21547
Закуска из копченого лосося, апельсинов и базилика в огуречных лодочках;копченый лосось, апельсины, помидоры, зеленый лук, листья базилика, оливковое масло, свежемолотый черный перец, соль, сметана, огурцы, пумперникель;Закуски;Средиземноморская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kopchenogo-lososja-apelsinov-bazilika-v-ogurechnih-lodochkah-20947
Закуска из зеленой фасоли и брюссельской капусты с чили и мятой;оливковое масло, зеленая стручковая фасоль, перец чили хлопьями, вода, брюссельская капуста, сушеная мята;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-zelenoj-fasoli-brjusselskoj-kapusti-s-chili-mjatoj-20414
Треугольники из красного печеного сладкого перца с итальянской закуской;красный сладкий перец, оливковое масло extra virgin, крупная соль, свежемолотый черный перец, прошутто, рубленая петрушка, оливки каламата, красный перец хлопьями, лимонный сок, тертая лимонная цедра;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/treugolniki-iz-krasnogo-pechenogo-sladkogo-perca-s-italjanskoj-zakuskoj-29160
Закуска из капусты романеско и брюссельской с горчичным маслом и каперсами;чеснок, морская соль, сливочное масло, дижонская горчица, каперсы, лимон, молотый черный перец, майоран, брюссельская капуста, цветная капуста, капуста романеско;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-kapusti-romanesko-brjusselskoj-s-gorchichnim-maslom-kapersami-21561
Закуска из куриной печени на листьях пекинской капусты;куриная печень, пекинская капуста, репчатый лук, морковь, куриное яйцо, маринованные огурцы, майонез, соль, молотый черный перец, растительное масло;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-kurinoj-pecheni-na-listjah-pekinskoj-kapusti-44012
Горячая закуска из желтой и зеленой стручковой фасоли с томатами и лимоном;помидоры, желтая стручковая фасоль, оливковое масло, зеленая стручковая фасоль, чеснок, красный перец хлопьями, белое сухое вино, соль, молотый черный перец, лимон;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-iz-zheltoj-zelenoj-struchkovoj-fasoli-s-tomatami-limonom-21247
Горячая закуска из разноцветных жареных перцев в миндально-чесночных сухарях;хлопья миндаля, французский багет, чеснок, рубленая петрушка, оливковое масло, соль, молотый черный перец, красный сладкий перец, желтый сладкий перец;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/gorjachaja-zakuska-iz-raznocvetnih-zharenih-percev-v-mindalno-chesnochnih-suharjah-21464
Семислойная закуска из лосося, крема из маскарпоне и красной икры;сыр маскарпоне, лимонная цедра, шнитт-лук, лимонный сок, соль, молотый черный перец, ржаной хлеб, копченый лосось, красная икра;Закуски;;https://eda.ru/recepty/zakuski/semislojnaja-zakuska-iz-lososja-krema-iz-maskarpone-krasnoj-ikri-20492
Теплая кисло-сладкая закуска из радиккьо с изюмом и кедровыми орешками;оливковое масло, репчатый лук, сахар, яблочный уксус, салат радиккьо, темный изюм, соль, свежемолотый черный перец, кедровые орехи;Закуски;Веганская еда;https://eda.ru/recepty/zakuski/teplaja-kislo-sladkaja-zakuska-iz-radikko-s-izjumom-kedrovimi-oreshkami-21399
Закуска из батата, брюквы, пастернака и турнепса с травами и бальзамической заправкой;оливковое масло, батат, брюква, корень пастернака, турнепс, измельченный свежий тимьян, свежий розмарин , соль, свежемолотый черный перец, рубленая петрушка, бальзамический уксус, лимонная цедра;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-batata-brjukvi-pasternaka-turnepsa-s-travami-balzamicheskoj-zapravkoj-25124
Закуска из печеного картофеля, лосося, лимонного крема и черной икры;лимон, вода, крупная соль, лимонный сок, оливковое масло, сметана, кинза, молотый кумин (зира) , пальчиковый картофель, копченый лосось, укроп, черная икра;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-pechenogo-kartofelja-lososja-limonnogo-krema-chernoj-ikri-20498
Закуска из жареных телячьих мозгов, щучьей икры с домашней горчицей;икра щуки, сметана, репчатый лук, сухая горчица, уксус 5%-ный, вода, растительное масло, соль, сахар, сало, бородинский хлеб, телячьи мозги, сливочное масло, чеснок, шафран;Закуски;Горячие закуски;https://eda.ru/recepty/zakuski/zakuska-iz-zharenih-teljachih-mozgov-schuchej-ikri-s-domashnej-gorchicej-21359
Закуска из тушеной белой фасоли с ветчиной, рукколой и хрустящими тостами;чеснок, оливковое масло, тушеные консервированные помидоры, фасоль каннеллини, куриный бульон, ветчина, молотый черный перец, рукола, французский багет;Закуски;Тосты;https://eda.ru/recepty/zakuski/zakuska-iz-tushenoj-beloj-fasoli-s-vetchinoj-rukkoloj-hrustjaschimi-tostami-21240
Закуска из эндивия с говядиной на гриле и кремом из голубого сыра;сметана 10%-ная, голубой сыр, бельгийские эндивий , говяжья вырезка;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-jendivija-s-govjadinoj-na-grile-kremom-iz-golubogo-sira-27886
Закуска из зеленой фасоли, молодой кукурузы и зеленого лука по-индийски;молодые початки кукурузы , крупная соль, свежемолотый черный перец, сливочное масло, зеленая стручковая фасоль, зеленый лук перья, семена сельдерея, паприка;Закуски;Индийская кухня;https://eda.ru/recepty/zakuski/zakuska-iz-zelenoj-fasoli-molodoj-kukuruzi-zelenogo-luka-po-indijski-28862
Брускетта с помидорами;белый хлеб, помидоры, оливковое масло, чеснок, бальзамический крем, свежемолотый черный перец, соль, зелень;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/brusketta-s-pomidorami-29566
Гуакамоле;перец чили, авокадо, помидоры, репчатый лук, кинза, лайм, соль, чеснок;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/guakamole-30239
Кабачки с помидорами и чесноком;кабачки, помидоры, сметана, репчатый лук, чеснок, петрушка, оливковое масло, лавровый лист, растительное масло, черный душистый перец, сахар, соль, молотый черный перец;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/kabachki-s-pomidorami-chesnokom-15671
Хумус с зирой;нут, оливковое масло, кумин (зира), чеснок, тахини, соль, лимон, кедровые орехи, кайенский перец, зелень, пита;Закуски;Арабская кухня;https://eda.ru/recepty/zakuski/humus-s-ziroj-28060
Аджарские хачапури;пшеничная мука, молоко 3,2%-ное, сливочное масло, сухие дрожжи, сахар, растительное масло, крупная соль, сыр сулугуни, имеретинский сыр, куриное яйцо, соль;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/adzharskie-hachapuri-31243
Ленивые вареники;творог 9%-ный, куриное яйцо, манная крупа, пшеничная мука, сливочное масло, сахар, соль;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/lenivie-vareniki-39437
Бабагануш с кунжутом;баклажаны, чеснок, кунжутные семечки, лимон, оливковое масло, петрушка, соль, молотый черный перец;Закуски;Еврейская кухня;https://eda.ru/recepty/zakuski/babaganush-s-kunzhutom-32522
Мегрельские хачапури;пшеничная мука, молоко 3,2%-ное, сливочное масло, сухие дрожжи, сахар, растительное масло, крупная соль, сыр сулугуни, имеретинский сыр, сметана, куриное яйцо (деревенское);Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/megrelskie-hachapuri-31244
Кесадилья с курицей и с чеддером;куриная грудка, репчатый лук, помидоры, сыр чеддер, красный сладкий перец, консервированная кукуруза, укроп, томатная паста , тортильи, соль, молотый черный перец, оливковое масло;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/kesadilya-s-kuricey-i-s-chedderom-39152
Фалафель с кунжутом;нут, репчатый лук, чеснок, лимонный сок, рубленая петрушка, рубленая кинза (кориандр), красный перец чили, молотый кумин (зира) , молотый кориандр , рисовая мука, растительное масло, сода, кунжут, натуральный йогурт, тахини, зелень, соль;Закуски;Еврейская кухня;https://eda.ru/recepty/zakuski/falafel-40736
Летняя запеканка из кабачков;молоко, молодые кабачки, куриное яйцо, сыр пармезан, пшеничная мука, петрушка, соль, молотый черный перец, сушеный базилик, оливковое масло;Закуски;Русская кухня;https://eda.ru/recepty/zakuski/letnjaja-zapekanka-iz-kabachkov-31914
Кыстыбыи с картофелем;картофель, пшеничная мука, репчатый лук, сливочное масло, соль, растительное масло;Закуски;Татарская кухня;https://eda.ru/recepty/zakuski/kistibii-s-kartofelem-30365
Огурцы в остром маринаде;рисовый уксус, огурцы, кунжутное масло, соевый соус, перец чили;Закуски;Китайская кухня;https://eda.ru/recepty/zakuski/ogurci-v-ostrom-marinade-16230
Паштет из куриной печени с портвейном;куриная печень, репчатый лук, морковь, сливки 33%-ные, сливочное масло, чеснок, портвейн, соль, растительное масло, молотый черный перец, молотый мускатный орех, майоран;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/pashtet-iz-kurinoj-pecheni-s-portvejnom-22099
Перцы фаршированные кускусом;куриный бульон, кускус, сладкий перец, репчатый лук, оливковое масло, цукини, помидоры черри, душица, петрушка, соль, сыр фета, молотый черный перец;Закуски;Авторская кухня;https://eda.ru/recepty/zakuski/perci-farshirovannie-kuskusom-20762
Салат с кальмарами, овощами и копченым сыром;мини кальмары , крупные помидоры черри , сладкий перец, цукини, чеснок, лимон, копченый сыр сулугуни, петрушка, оливковое масло, соль, свежий перец;Закуски;Паназиатская кухня;https://eda.ru/recepty/zakuski/salat-s-kalmarami-ovoschami-kopchenim-sirom-31628
Драники;картофель, куриное яйцо, репчатый лук, растительное масло, соль, молотый черный перец, сметана;Закуски;Белорусская кухня;https://eda.ru/recepty/zakuski/draniki-91372
Форшмак;филе сельди, куриное яйцо, белый хлеб, зеленые яблоки, репчатый лук, петрушка, соль;Закуски;Еврейская кухня;https://eda.ru/recepty/zakuski/forshmak-52492
Классический грибной жюльен;шампиньоны, репчатый лук, пшеничная мука, сливочное масло, сливки, твердый сыр, соль, молотый черный перец;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/klassicheskij-gribnoj-zhjulen-24751
Лобио;кинза, молотый кориандр , красная фасоль, репчатый лук, чеснок, винный уксус, морская соль, растительное масло;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/lobio-14593
Жареный картофель с оливками и лимоном по‑мароккански;оливки, красный картофель , оливковое масло, лимонная цедра, молотый кумин (зира) , вода, рубленая петрушка, лимон, соль, молотый черный перец;Закуски;Марокканская кухня;https://eda.ru/recepty/zakuski/zharenij-kartofel-s-olivkami-i-limonom-po-marokkanski-21532
Блинчики «Мишлен»;куриное филе, белый лук, куриное яйцо, молоко, пшеничная мука, сахар, соль, растительное масло, сливочное масло;Закуски;Украинская кухня;https://eda.ru/recepty/zakuski/blinchiki-mishlen-39434
Сулугуни, жаренный с помидорами;листья кинзы (кориандра), помидоры, красный лук, сыр сулугуни, листья петрушки, растительное масло, измельченный укроп, соль, молотый черный перец;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/suluguni-zharennij-s-pomidorami-32771
Сосиски в сдобном тесте;сосиски, молоко, куриное яйцо, яичный желток, сливочное масло, сахар, соль, пшеничная мука, сухие дрожжи;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/sosiski-v-sdobnom-teste-44692
Баклажаны жареные с гранатом и зеленью;баклажаны, кинза, чеснок, гранаты, рафинированное масло, соль;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/baklazhani-zharenie-s-granatom-i-zelenju-19323
Долма;свежая кинза (кориандр), говяжья вырезка, рис басмати, помидоры, сладкий перец, листья винограда, репчатый лук, сливочное масло, сушеный базилик, соль, молотая паприка, молотый черный перец;Закуски;Армянская кухня;https://eda.ru/recepty/zakuski/dolma-42476
Кесадилья с курицей и чеддером;репчатый лук, куриное филе, белый сыр чеддер, тортильи, томатная паста ;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/kesadilja-s-kuricej-i-chedderom-30844
Кесадилья с курицей;куриное филе, красный сладкий перец, желтый сладкий перец, красный лук, красный перец чили, зеленый перец чили , чеснок, помидоры, кинза, лайм, тортильи, молотый перец чили, молотый черный перец, соль, сахар, сыр чеддер, растительное масло;Закуски;Мексиканская кухня;https://eda.ru/recepty/zakuski/kesadilya-s-kuricey-92551
Салат из апельсинов;апельсины, каперсы, красный лук, маслины, оливки, оливковое масло, красный перец хлопьями, соль;Закуски;Итальянская кухня;https://eda.ru/recepty/zakuski/salat-iz-apelsinov-28389
Баклажаны с соусом бажи;свежая кинза (кориандр), баклажаны, винный уксус, подсолнечное масло, чеснок, репчатый лук, очищенные грецкие орехи, аджика, корица, гвоздика, соль, уцхо-сунели;Закуски;Грузинская кухня;https://eda.ru/recepty/zakuski/baklazhani-s-sousom-bazhi-44941
Печеночный торт с морковью и луком;говяжья печень, куриное яйцо, пшеничная мука, молоко, лук, морковь, соль, майонез, молотый черный перец;Закуски;Советская кухня;https://eda.ru/recepty/zakuski/pechenochnyy-tort-s-morkovyu-i-lukom-34150
Паштет из куриной печени;куриная печень, репчатый лук, сливочное масло, растительное масло, сливки 20%-ные, молоко 3,2%-ное, соль, молотый черный перец;Закуски;Французская кухня;https://eda.ru/recepty/zakuski/pashtet-iz-kurinoj-pecheni-46968
Паровой куриный рулет с мандаринами и черносливом;куриное филе, мандарины, толченые грецкие орехи, чернослив без косточек, соль, специи, молотый черный перец;Закуски;Европейская кухня;https://eda.ru/recepty/zakuski/parovoj-kurinij-rulet-s-mandarinami-chernoslivom-31174
